,job_title,job_link,company_name,salary,job_location,job_requirements,job_classifiation,short_description,salary_ind
2870,Data Analyst / Technical Business Analyst,/job/55284689?type=standout#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,Find IT Recruitment,,Wellington,"['Early stages of new enterprise programme', 'not a bank, not government', 'New Year start']",Information & Communication Technology,6 month contract role for a Data Analyst/Technical Business Analyst who's comfortable working with relational databases,150000-200000
2874,Associate Director - Data and Analytics,/job/55275249?type=standout#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,EY,,Wellington,,Consulting & Strategy,p,150000-200000
2878,Solution Architect - Data & Analytics,/job/55295547?type=standard#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,Beyond Recruitment - Winner - Best Innovation -2018 Global Recruiter Awards,,Wellington,,Information & Communication Technology,Lead the development to transform core processes and guide engineering teams to ensure the agreed solution is fit-for-purpose.,150000-200000
2880,Payroll Remediation Data / Test Analyst,/job/55321986?type=standout#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,Archway Recruitment,,Wellington,"['Join Established and High Performing Project Team!', '8 Month Hourly Rate Contract Opportunity!', 'January 2022 New Year Start']",Accounting,Kick off the New Year with this Exciting new Project Opportunity!,150000-200000
2881,Business Analyst - Data & CMS,/job/55203377?type=standout#searchRequestToken=7d166e3f-3544-44df-91c2-667302a2dfcf,Potentia,NZD110 - NZD120 per hour,Auckland,"['High profile digital transformation in a desirable sector', 'Senior Level hourly rate', 'Data and Content Management specialists’ contracts']",Information & Communication Technology,"Join before the new programme kicks off, to help guide content and data teams to understand their current state and planning for the new world.",150000-200000
2904,Head of Client Delivery,/job/55074438?type=promoted#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,Presto Resourcing,,Auckland,"['New role to make your own', 'Exceptional Product, Evolving Tech', 'Excellent $$ & benefits']",Information & Communication Technology,"Newly created role to establish and lead a skilled customer delivery team, product designed for a global scale, build a world class Customer Delivery",150000-200000
2907,Senior Data Analyst,/job/55184514?type=standard#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,Beyond Recruitment - Winner - Best Innovation -2018 Global Recruiter Awards,,Wellington,,Information & Communication Technology,Lead the development and improvement of a high profile programme to support Aotearoa.,150000-200000
2911,Data Warehouse Test Engineer - Automation,/job/55253698?type=standout#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,LPS,,Wellington,"['12 month contract', 'Attractive hourly rate', '5 roles available']",Information & Communication Technology,We are currently on the hunt for an experienced Data Warehouse Tester with Automation knowledge. This will be an initial 12 month contract.,150000-200000
2916,Senior Data Analyst - Payroll focus,/job/55220207?type=standout#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,Taska,$$ dependent on your level of expertise,Wellington,"['6 - 9mth contract initially', 'Use your data analysis skills to analyse payroll data sets']",Information & Communication Technology,We seek a Data Analyst who brings prior experience working on either Holidays Act projects or Payroll Compliance projects,150000-200000
2920,Contract Business Analyst - Work from home,/job/55302751?type=standout#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,Logical Consulting,Hourly rate,Auckland,"['WFH - You can be based anywhere in New Zealand.', 'Initial 6 months contract.', 'Start asap. We can accommodate a 4-week notice period if required.']",Information & Communication Technology,Work from home but be at the heart of an exciting Business Transformation and Cloud migration project for this Financial Services company.,150000-200000
2922,Data Engineer,/job/55163178?type=standout#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,SGS Consulting ltd,,Auckland,"['Large Enterprise Account', 'Join a high performing engineering team to work on a green fields projects', 'Long term Contract']",Information & Communication Technology,"This is a chance to help define the direction of ""data '', with the chance to define & build on a brand new platform using modern web technologies",150000-200000
2924,Business / Systems Analyst - Contract,/job/55296273?type=standard#searchRequestToken=34386100-0522-4fa9-a5f2-825d25934954,Robert Half Management Resources,$100.00 - $120.00 p.h.,Auckland,,Information & Communication Technology,Leading packaging manufacturer embarking on a rapid expansion of operations across NZ - Needing a Business/ Packaging Systems Analyst,150000-200000
2929,Senior Analyst – Emissions Trading,/job/55296215?type=standard#searchRequestToken=b86fadd6-1024-47f2-b20b-9870e361245e,Kinetic Recruitment,$120-$130PH,Wellington,,Government & Defence,Are you a Senior Analyst Contractor that enjoys mentoring others & interested in Emissions Trading?,150000-200000
2933,Microsoft Data & AI Lead / Principal Architect,/job/55119943?type=standout#searchRequestToken=b86fadd6-1024-47f2-b20b-9870e361245e,DXC Technology Australia & New Zealand,,Wellington,,Information & Communication Technology,Microsoft Data & AI Principal Solution Architect opportunity - become a trusted advisor to DXC customers to hit their objectives for Data & AI,150000-200000
2937,Business Analyst,/job/55305858?type=standout#searchRequestToken=b86fadd6-1024-47f2-b20b-9870e361245e,Recruit I.T. Wellington,,Wellington,"['Multiple BA contract opportunities starting in the New Year', 'Be involved in a national desktop rollout', 'Awesome location, free parking and WFH flexibility']",Information & Communication Technology,A chance to be involved in an end to end desktop rollout,150000-200000
2942,Business Analyst,/job/55256513?type=standout#searchRequestToken=b86fadd6-1024-47f2-b20b-9870e361245e,Recruit I.T. Wellington,,Wellington,"['New BA contract opportunities Jan – Jun 22’', 'Support and deliver enhancements to an enterprise-sized application', 'Two office locations in Wellington plus WFH flexibility']",Information & Communication Technology,Multiple 6 month BA contract opportunities to work on a large ERP upgrade.,150000-200000
2947,Technical Business Analyst - Data Migration,/job/54928000?type=standard#searchRequestToken=b86fadd6-1024-47f2-b20b-9870e361245e,Robert Half Management Resources,$100.00 - $110.00 p.h.,Auckland,,Information & Communication Technology,Large NZ business with strong roots looking for a data focused Business Analyst on an on-going contract.,150000-200000
2949,Deputy Chief Executive - System Delivery and Performance,/job/55266339?type=promoted#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,Ichor Leadership Search,,Wellington,"['Te Tūāpapa Kura Kāinga – Ministry of Housing and Urban Development', 'Sets the direction for New Zealand’s housing and urban development system', 'Senior leader with commercial nous and a proven record in the leadership']",Information & Communication Technology,HUD has an exciting opportunity for someone to join their senior leadership team.,150000-200000
2950,Senior Data Warehouse Developer,/job/55085503?type=standard#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,Hudson - Data & Analytics,,Wellington,,Information & Communication Technology,Develop and maintain high quality self-service reporting solutions to enable analysis and decision making.,150000-200000
2951,Senior Business Analyst,/job/55297045?type=standout#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,LPS,,Wellington,"['Contract role until end of March 2022', 'Work on a great digital programme', 'Wellington CBD location']",Information & Communication Technology,Have the opportunity to work on a high priority and strategic programme within the public sector.,150000-200000
2953,Senior Business Analyst,/job/55272328?type=standout#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,RWA People - Connecting IT people with outstanding jobs,,Auckland,"['Diverse and collaborative team culture', 'Gain invaluable experience in a well-known organisation, with highly regarded', 'Good understanding of various types of regulatory reporting']",Information & Communication Technology,Solid Enterprise level or Senior Business Analyst required for contract role. Work in a well-known organisation that is one of New Zealand's top brand,150000-200000
2954,Business Analyst,/job/55226898?type=standout#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,Place Recruitment,,Wellington,"['Analyse, consult, and improve - make the business better.', 'Flexible working arrangements.', 'Fantastic team environment.']",Information & Communication Technology,6-Month Contract as a Business Analyst working across multiple teams to support upgrade and enhancement of applications.,150000-200000
2957,Senior Business Analyst,/job/55279108?type=standout#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,Infuse Recruitment,,Auckland,"['City fringe location', 'Collaborative team environment', 'Well known New Zealand business']",Information & Communication Technology,An excellent opportunity for a talented BA keen to expand their analytical expertise.,150000-200000
2958,Data Engineer,/job/54987028?type=standout#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,Younity,,Wellington,"['Great team', 'Wellington CBD', '12 month contract']",Information & Communication Technology,12 month contract available for experienced Data Engineer who has strong SQL and Azure experience.,150000-200000
2959,Senior Business Analyst - Contract,/job/55255863?type=standout#searchRequestToken=e044224f-a24b-45bd-8aec-ccf816b9abfd,Gallagher Talent Solutions,,Auckland,"['Long term contract - North Shore / WFH', 'IFRIS-17 Compliance project with data & reporting focus', 'Great company with flexible approach to working']",Information & Communication Technology,Long term contract - Insurance compliance and data modernisation assignment - $120 p/hr,150000-200000
